1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00002,1.00002,1.00002,1.00002,1.00002,1.00002,1.00002,1.00002,1.00003,1.00003,1.00003,1.00003,1.00003,1.00003,1.00003,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00005,1.00005,1.00005,1.00005,1.00005,1.00006,1.00006,1.00006,1.00006,1.00007,1.00007,1.00007,1.00007,1.00007,1.00008,1.00008,1.00008,1.00008,1.00009,1.00009,1.00009,1.0001,1.0001,1.0001,1.0001,1.00011,1.00011,1.00011,1.00012,1.00012,1.00012,1.00012,1.00013,1.00013,1.00013,1.00014,1.00014,1.00014,1.00015,1.00015,1.00015,1.00016,1.00016,1.00016,1.00017,1.00017,1.00018,1.00018,1.00018,1.00019,1.00019,1.00019,1.0002,1.0002,1.00021,1.00021,1.00021,1.00022,1.00022,1.00023,1.00023,1.00024,1.00024,1.00024,1.00025,1.00025,1.00026,1.00026,1.00027,1.00027,1.00028,1.00028,1.00028,1.00029,1.00029,1.0003,1.0003,1.00031,1.00031,1.00032,1.00032,1.00033,1.00033,1.00034,1.00034,1.00035,1.00035,1.00036,1.00037,1.00037,1.00038,1.00038,1.00039,1.00039,1.0004,1.0004,1.00041,1.00042,1.00042,1.00043,1.00043,1.00044
1,1,1,1,1,1,1,1,1,1.00001,1.00001,1.00001,1.00001,1.00001,1.00002,1.00002,1.00002,1.00002,1.00003,1.00003,1.00003,1.00003,1.00004,1.00004,1.00004,1.00005,1.00005,1.00006,1.00006,1.00007,1.00007,1.00007,1.00008,1.00008,1.00009,1.0001,1.0001,1.00011,1.00011,1.00012,1.00012,1.00013,1.00014,1.00014,1.00015,1.00016,1.00016,1.00017,1.00018,1.00019,1.00019,1.0002,1.00021,1.00022,1.00023,1.00024,1.00024,1.00025,1.00026,1.00027,1.00028,1.00029,1.0003,1.00031,1.00032,1.00033,1.00034,1.00035,1.00036,1.00037,1.00038,1.00039,1.0004,1.00041,1.00043,1.00044,1.00045,1.00046,1.00047,1.00049,1.0005,1.00051,1.00052,1.00054,1.00055,1.00056,1.00058,1.00059,1.0006,1.00062,1.00063,1.00064,1.00066,1.00067,1.00069,1.0007,1.00072,1.00073,1.00075,1.00076,1.00078,1.00079,1.00081,1.00083,1.00084,1.00086,1.00088,1.00089,1.00091,1.00093,1.00094,1.00096,1.00098,1.00099,1.00101,1.00103,1.00105,1.00107,1.00108,1.0011,1.00112,1.00114,1.00116,1.00118,1.0012,1.00122,1.00124,1.00126,1.00128,1.0013,1.00132,1.00134,1.00136,1.00138,1.0014,1.00142,1.00144,1.00146,1.00148,1.00151,1.00153,1.00155,1.00157,1.00159,1.00162,1.00164,1.00166,1.00169,1.00171,1.00173,1.00176
1,1,1,1,1,1,1.00001,1.00001,1.00001,1.00001,1.00002,1.00002,1.00003,1.00003,1.00003,1.00004,1.00004,1.00005,1.00006,1.00006,1.00007,1.00008,1.00008,1.00009,1.0001,1.00011,1.00012,1.00013,1.00014,1.00015,1.00016,1.00017,1.00018,1.00019,1.0002,1.00021,1.00023,1.00024,1.00025,1.00027,1.00028,1.00029,1.00031,1.00032,1.00034,1.00035,1.00037,1.00039,1.0004,1.00042,1.00044,1.00046,1.00047,1.00049,1.00051,1.00053,1.00055,1.00057,1.00059,1.00061,1.00063,1.00065,1.00067,1.0007,1.00072,1.00074,1.00076,1.00079,1.00081,1.00083,1.00086,1.00088,1.00091,1.00093,1.00096,1.00099,1.00101,1.00104,1.00107,1.00109,1.00112,1.00115,1.00118,1.00121,1.00124,1.00127,1.0013,1.00133,1.00136,1.00139,1.00142,1.00145,1.00148,1.00152,1.00155,1.00158,1.00162,1.00165,1.00168,1.00172,1.00175,1.00179,1.00182,1.00186,1.0019,1.00193,1.00197,1.00201,1.00205,1.00208,1.00212,1.00216,1.0022,1.00224,1.00228,1.00232,1.00236,1.0024,1.00244,1.00248,1.00253,1.00257,1.00261,1.00265,1.0027,1.00274,1.00279,1.00283,1.00287,1.00292,1.00297,1.00301,1.00306,1.0031,1.00315,1.0032,1.00325,1.00329,1.00334,1.00339,1.00344,1.00349,1.00354,1.00359,1.00364,1.00369,1.00374,1.00379,1.00385,1.0039,1.00395
1,1,1,1,1,1.00001,1.00001,1.00002,1.00002,1.00003,1.00003,1.00004,1.00004,1.00005,1.00006,1.00007,1.00008,1.00009,1.0001,1.00011,1.00012,1.00014,1.00015,1.00016,1.00018,1.00019,1.00021,1.00023,1.00024,1.00026,1.00028,1.0003,1.00032,1.00034,1.00036,1.00038,1.0004,1.00043,1.00045,1.00047,1.0005,1.00052,1.00055,1.00058,1.0006,1.00063,1.00066,1.00069,1.00072,1.00075,1.00078,1.00081,1.00084,1.00088,1.00091,1.00094,1.00098,1.00101,1.00105,1.00108,1.00112,1.00116,1.0012,1.00124,1.00128,1.00132,1.00136,1.0014,1.00144,1.00148,1.00153,1.00157,1.00162,1.00166,1.00171,1.00175,1.0018,1.00185,1.0019,1.00195,1.002,1.00205,1.0021,1.00215,1.0022,1.00225,1.00231,1.00236,1.00241,1.00247,1.00253,1.00258,1.00264,1.0027,1.00276,1.00281,1.00287,1.00293,1.00299,1.00306,1.00312,1.00318,1.00324,1.00331,1.00337,1.00344,1.0035,1.00357,1.00364,1.00371,1.00377,1.00384,1.00391,1.00398,1.00405,1.00413,1.0042,1.00427,1.00434,1.00442,1.00449,1.00457,1.00464,1.00472,1.0048,1.00488,1.00495,1.00503,1.00511,1.00519,1.00527,1.00536,1.00544,1.00552,1.0056,1.00569,1.00577,1.00586,1.00594,1.00603,1.00612,1.00621,1.0063,1.00638,1.00647,1.00657,1.00666,1.00675,1.00684,1.00693,1.00703
1,1,1,1,1.00001,1.00001,1.00002,1.00002,1.00003,1.00004,1.00005,1.00006,1.00007,1.00008,1.0001,1.00011,1.00012,1.00014,1.00016,1.00018,1.00019,1.00021,1.00024,1.00026,1.00028,1.0003,1.00033,1.00035,1.00038,1.00041,1.00044,1.00047,1.0005,1.00053,1.00056,1.0006,1.00063,1.00067,1.0007,1.00074,1.00078,1.00082,1.00086,1.0009,1.00094,1.00099,1.00103,1.00108,1.00112,1.00117,1.00122,1.00127,1.00132,1.00137,1.00142,1.00147,1.00153,1.00158,1.00164,1.0017,1.00175,1.00181,1.00187,1.00193,1.002,1.00206,1.00212,1.00219,1.00225,1.00232,1.00239,1.00246,1.00253,1.0026,1.00267,1.00274,1.00281,1.00289,1.00296,1.00304,1.00312,1.0032,1.00328,1.00336,1.00344,1.00352,1.0036,1.00369,1.00377,1.00386,1.00395,1.00404,1.00413,1.00422,1.00431,1.0044,1.00449,1.00459,1.00468,1.00478,1.00487,1.00497,1.00507,1.00517,1.00527,1.00537,1.00548,1.00558,1.00569,1.00579,1.0059,1.00601,1.00612,1.00623,1.00634,1.00645,1.00656,1.00668,1.00679,1.00691,1.00702,1.00714,1.00726,1.00738,1.0075,1.00762,1.00774,1.00787,1.00799,1.00812,1.00825,1.00837,1.0085,1.00863,1.00876,1.00889,1.00903,1.00916,1.00929,1.00943,1.00957,1.0097,1.00984,1.00998,1.01012,1.01026,1.01041,1.01055,1.01069,1.01084,1.01099
1,1,1,1.00001,1.00001,1.00002,1.00003,1.00003,1.00004,1.00006,1.00007,1.00008,1.0001,1.00012,1.00014,1.00016,1.00018,1.0002,1.00023,1.00025,1.00028,1.00031,1.00034,1.00037,1.0004,1.00044,1.00047,1.00051,1.00055,1.00059,1.00063,1.00067,1.00072,1.00076,1.00081,1.00086,1.00091,1.00096,1.00101,1.00107,1.00112,1.00118,1.00124,1.0013,1.00136,1.00142,1.00148,1.00155,1.00162,1.00168,1.00175,1.00182,1.0019,1.00197,1.00205,1.00212,1.0022,1.00228,1.00236,1.00244,1.00253,1.00261,1.0027,1.00279,1.00287,1.00296,1.00306,1.00315,1.00325,1.00334,1.00344,1.00354,1.00364,1.00374,1.00384,1.00395,1.00405,1.00416,1.00427,1.00438,1.00449,1.00461,1.00472,1.00484,1.00495,1.00507,1.00519,1.00531,1.00544,1.00556,1.00569,1.00581,1.00594,1.00607,1.0062,1.00634,1.00647,1.00661,1.00674,1.00688,1.00702,1.00716,1.00731,1.00745,1.0076,1.00774,1.00789,1.00804,1.00819,1.00835,1.0085,1.00866,1.00881,1.00897,1.00913,1.00929,1.00945,1.00962,1.00978,1.00995,1.01012,1.01029,1.01046,1.01063,1.01081,1.01098,1.01116,1.01134,1.01152,1.0117,1.01188,1.01206,1.01225,1.01244,1.01263,1.01282,1.01301,1.0132,1.01339,1.01359,1.01379,1.01398,1.01418,1.01438,1.01459,1.01479,1.015,1.0152,1.01541,1.01562,1.01583
1,1,1,1.00001,1.00002,1.00002,1.00003,1.00005,1.00006,1.00008,1.0001,1.00012,1.00014,1.00016,1.00019,1.00021,1.00024,1.00028,1.00031,1.00034,1.00038,1.00042,1.00046,1.0005,1.00055,1.0006,1.00065,1.0007,1.00075,1.0008,1.00086,1.00092,1.00098,1.00104,1.0011,1.00117,1.00124,1.00131,1.00138,1.00145,1.00153,1.0016,1.00168,1.00177,1.00185,1.00193,1.00202,1.00211,1.0022,1.00229,1.00239,1.00248,1.00258,1.00268,1.00279,1.00289,1.003,1.0031,1.00321,1.00333,1.00344,1.00355,1.00367,1.00379,1.00391,1.00404,1.00416,1.00429,1.00442,1.00455,1.00468,1.00482,1.00495,1.00509,1.00523,1.00538,1.00552,1.00567,1.00581,1.00596,1.00612,1.00627,1.00643,1.00658,1.00674,1.00691,1.00707,1.00724,1.0074,1.00757,1.00774,1.00792,1.00809,1.00827,1.00845,1.00863,1.00881,1.009,1.00918,1.00937,1.00956,1.00976,1.00995,1.01015,1.01035,1.01055,1.01075,1.01095,1.01116,1.01137,1.01158,1.01179,1.012,1.01222,1.01244,1.01265,1.01288,1.0131,1.01333,1.01355,1.01378,1.01401,1.01425,1.01448,1.01472,1.01496,1.0152,1.01544,1.01569,1.01593,1.01618,1.01643,1.01669,1.01694,1.0172,1.01746,1.01772,1.01798,1.01824,1.01851,1.01878,1.01905,1.01932,1.0196,1.01987,1.02015,1.02043,1.02071,1.021,1.02128,1.02157
1,1,1,1.00001,1.00002,1.00003,1.00004,1.00006,1.00008,1.0001,1.00012,1.00015,1.00018,1.00021,1.00024,1.00028,1.00032,1.00036,1.0004,1.00045,1.0005,1.00055,1.0006,1.00066,1.00072,1.00078,1.00084,1.00091,1.00098,1.00105,1.00112,1.0012,1.00128,1.00136,1.00144,1.00153,1.00162,1.00171,1.0018,1.0019,1.002,1.0021,1.0022,1.00231,1.00241,1.00253,1.00264,1.00276,1.00287,1.003,1.00312,1.00325,1.00337,1.0035,1.00364,1.00377,1.00391,1.00405,1.0042,1.00434,1.00449,1.00464,1.0048,1.00495,1.00511,1.00527,1.00544,1.0056,1.00577,1.00594,1.00612,1.00629,1.00647,1.00665,1.00684,1.00702,1.00721,1.0074,1.0076,1.00779,1.00799,1.00819,1.0084,1.0086,1.00881,1.00902,1.00924,1.00945,1.00967,1.0099,1.01012,1.01035,1.01057,1.01081,1.01104,1.01128,1.01152,1.01176,1.012,1.01225,1.0125,1.01275,1.013,1.01326,1.01352,1.01378,1.01405,1.01431,1.01458,1.01485,1.01513,1.01541,1.01569,1.01597,1.01625,1.01654,1.01683,1.01712,1.01742,1.01771,1.01801,1.01832,1.01862,1.01893,1.01924,1.01955,1.01987,1.02019,1.02051,1.02083,1.02115,1.02148,1.02181,1.02215,1.02248,1.02282,1.02316,1.0235,1.02385,1.0242,1.02455,1.0249,1.02526,1.02562,1.02598,1.02634,1.02671,1.02708,1.02745,1.02783,1.0282
1,1,1.00001,1.00001,1.00003,1.00004,1.00006,1.00008,1.0001,1.00013,1.00016,1.00019,1.00023,1.00027,1.00031,1.00035,1.0004,1.00046,1.00051,1.00057,1.00063,1.0007,1.00076,1.00083,1.00091,1.00099,1.00107,1.00115,1.00124,1.00133,1.00142,1.00152,1.00162,1.00172,1.00182,1.00193,1.00205,1.00216,1.00228,1.0024,1.00253,1.00265,1.00279,1.00292,1.00306,1.0032,1.00334,1.00349,1.00364,1.00379,1.00395,1.00411,1.00427,1.00444,1.00461,1.00478,1.00495,1.00513,1.00531,1.0055,1.00569,1.00588,1.00607,1.00627,1.00647,1.00668,1.00688,1.00709,1.00731,1.00752,1.00774,1.00797,1.00819,1.00842,1.00866,1.00889,1.00913,1.00937,1.00962,1.00987,1.01012,1.01037,1.01063,1.01089,1.01116,1.01143,1.0117,1.01197,1.01225,1.01253,1.01281,1.0131,1.01339,1.01368,1.01398,1.01428,1.01458,1.01489,1.0152,1.01551,1.01583,1.01615,1.01647,1.01679,1.01712,1.01745,1.01779,1.01813,1.01847,1.01881,1.01916,1.01951,1.01987,1.02022,1.02058,1.02095,1.02132,1.02169,1.02206,1.02244,1.02282,1.0232,1.02359,1.02398,1.02437,1.02477,1.02517,1.02557,1.02598,1.02639,1.0268,1.02721,1.02763,1.02806,1.02848,1.02891,1.02934,1.02978,1.03022,1.03066,1.0311,1.03155,1.032,1.03246,1.03292,1.03338,1.03384,1.03431,1.03478,1.03526,1.03574
