0,3.90115e-07,7.84328e-07,1.18249e-06,1.58443e-06,1.98997e-06,2.39889e-06,2.81095e-06,3.2259e-06,3.64346e-06,4.06332e-06,4.48517e-06,4.90864e-06,5.33336e-06,5.75894e-06,6.18494e-06,6.61093e-06,7.03642e-06,7.46092e-06,7.8839e-06,8.30483e-06,8.72312e-06,9.1382e-06,9.54943e-06,9.95618e-06,1.03578e-05,1.07536e-05,1.11428e-05,1.15248e-05,1.18988e-05,1.2264e-05,1.26196e-05,1.29648e-05,1.32989e-05,1.36209e-05,1.393e-05,1.42253e-05,1.45059e-05,1.47708e-05,1.50193e-05,1.52503e-05,1.54628e-05,1.56559e-05,1.58285e-05,1.59797e-05,1.61083e-05,1.62134e-05,1.62938e-05,1.63484e-05,1.63761e-05,1.63757e-05,1.6346e-05,1.62856e-05,1.61933e-05,1.60677e-05,1.59074e-05,1.57108e-05,1.54763e-05,1.52021e-05,1.48863e-05,1.45269e-05,1.41215e-05,1.36676e-05,1.31623e-05,1.26021e-05,1.1983e-05,1.13003e-05,1.0548e-05,9.71843e-06,8.80172e-06,7.784e-06,6.64525e-06,5.3549e-06,3.86454e-06,2.10114e-06,0
0,3.97994e-07,8.00315e-07,1.20682e-06,1.61733e-06,2.03167e-06,2.44961e-06,2.87092e-06,3.29535e-06,3.72259e-06,4.15235e-06,4.58428e-06,5.01802e-06,5.45319e-06,5.88937e-06,6.32613e-06,6.76299e-06,7.19947e-06,7.63505e-06,8.06918e-06,8.50129e-06,8.93079e-06,9.35706e-06,9.77946e-06,1.01973e-05,1.06099e-05,1.10165e-05,1.14165e-05,1.18089e-05,1.21932e-05,1.25683e-05,1.29335e-05,1.3288e-05,1.36309e-05,1.39613e-05,1.42782e-05,1.45808e-05,1.4868e-05,1.5139e-05,1.53927e-05,1.56281e-05,1.58443e-05,1.60401e-05,1.62144e-05,1.63663e-05,1.64945e-05,1.6598e-05,1.66756e-05,1.67261e-05,1.67483e-05,1.67409e-05,1.67026e-05,1.66321e-05,1.65279e-05,1.63886e-05,1.62127e-05,1.59985e-05,1.57443e-05,1.54482e-05,1.51082e-05,1.47221e-05,1.42874e-05,1.38015e-05,1.32613e-05,1.26632e-05,1.2003e-05,1.1276e-05,1.0476e-05,9.59563e-06,8.6254e-06,7.55301e-06,6.3622e-06,5.03184e-06,3.53652e-06,1.85469e-06,0
0,4.05993e-07,8.16552e-07,1.23153e-06,1.65077e-06,2.07407e-06,2.50121e-06,2.93197e-06,3.36606e-06,3.8032e-06,4.24308e-06,4.68534e-06,5.12961e-06,5.57549e-06,6.02256e-06,6.47036e-06,6.91841e-06,7.36619e-06,7.81318e-06,8.2588e-06,8.70246e-06,9.14353e-06,9.58138e-06,1.00153e-05,1.04447e-05,1.08687e-05,1.12866e-05,1.16976e-05,1.2101e-05,1.24959e-05,1.28814e-05,1.32567e-05,1.36209e-05,1.3973e-05,1.43121e-05,1.46373e-05,1.49476e-05,1.52419e-05,1.55193e-05,1.57787e-05,1.6019e-05,1.62391e-05,1.6438e-05,1.66144e-05,1.67674e-05,1.68955e-05,1.69978e-05,1.70729e-05,1.71196e-05,1.71366e-05,1.71225e-05,1.7076e-05,1.69957e-05,1.688e-05,1.67275e-05,1.65364e-05,1.63051e-05,1.60318e-05,1.57144e-05,1.5351e-05,1.49392e-05,1.44765e-05,1.39601e-05,1.3387e-05,1.27535e-05,1.20555e-05,1.12883e-05,1.04463e-05,9.52275e-06,8.50945e-06,7.39668e-06,6.17301e-06,4.82604e-06,3.34528e-06,1.72932e-06,0
0,4.14108e-07,8.33031e-07,1.25663e-06,1.68473e-06,2.11716e-06,2.55368e-06,2.99406e-06,3.43802e-06,3.88528e-06,4.33549e-06,4.78832e-06,5.24337e-06,5.70024e-06,6.15848e-06,6.61762e-06,7.07717e-06,7.53658e-06,7.99532e-06,8.45277e-06,8.90834e-06,9.36136e-06,9.81117e-06,1.02571e-05,1.06983e-05,1.11341e-05,1.15637e-05,1.19863e-05,1.2401e-05,1.2807e-05,1.32033e-05,1.35891e-05,1.39634e-05,1.43252e-05,1.46736e-05,1.50075e-05,1.53259e-05,1.56277e-05,1.59119e-05,1.61774e-05,1.64229e-05,1.66475e-05,1.68498e-05,1.70288e-05,1.71831e-05,1.73116e-05,1.7413e-05,1.7486e-05,1.75292e-05,1.75414e-05,1.7521e-05,1.74667e-05,1.73769e-05,1.72501e-05,1.70846e-05,1.68789e-05,1.6631e-05,1.63392e-05,1.60014e-05,1.56153e-05,1.51789e-05,1.46893e-05,1.4144e-05,1.35398e-05,1.28733e-05,1.21405e-05,1.13371e-05,1.0458e-05,9.49748e-06,8.44896e-06,7.3053e-06,6.05915e-06,4.70411e-06,3.23725e-06,1.66333e-06,0
0,4.22334e-07,8.49744e-07,1.28209e-06,1.71921e-06,2.16091e-06,2.60698e-06,3.05717e-06,3.51121e-06,3.96878e-06,4.42957e-06,4.8932e-06,5.35929e-06,5.82741e-06,6.29711e-06,6.76789e-06,7.23924e-06,7.71062e-06,8.18144e-06,8.6511e-06,9.11893e-06,9.58428e-06,1.00464e-05,1.05047e-05,1.09582e-05,1.14062e-05,1.1848e-05,1.22825e-05,1.2709e-05,1.31265e-05,1.35341e-05,1.39309e-05,1.43157e-05,1.46877e-05,1.50458e-05,1.53889e-05,1.57158e-05,1.60256e-05,1.6317e-05,1.6589e-05,1.68402e-05,1.70696e-05,1.72758e-05,1.74576e-05,1.76138e-05,1.7743e-05,1.78438e-05,1.79151e-05,1.79552e-05,1.79628e-05,1.79365e-05,1.78747e-05,1.77758e-05,1.76383e-05,1.74604e-05,1.72405e-05,1.69766e-05,1.66668e-05,1.63092e-05,1.59014e-05,1.54412e-05,1.49261e-05,1.43532e-05,1.37198e-05,1.30223e-05,1.22574e-05,1.1421e-05,1.05087e-05,9.51579e-06,8.43729e-06,7.26815e-06,6.00393e-06,4.64177e-06,3.18205e-06,1.63053e-06,0
0,4.30667e-07,8.6668e-07,1.3079e-06,1.75418e-06,2.20532e-06,2.6611e-06,3.12128e-06,3.58557e-06,4.05368e-06,4.52526e-06,4.99995e-06,5.47733e-06,5.95697e-06,6.4384e-06,6.92113e-06,7.40461e-06,7.88828e-06,8.37153e-06,8.85374e-06,9.33422e-06,9.81228e-06,1.02872e-05,1.07582e-05,1.12244e-05,1.16851e-05,1.21394e-05,1.25864e-05,1.30251e-05,1.34546e-05,1.38739e-05,1.42821e-05,1.4678e-05,1.50606e-05,1.54288e-05,1.57815e-05,1.61175e-05,1.64356e-05,1.67348e-05,1.70136e-05,1.7271e-05,1.75055e-05,1.7716e-05,1.79011e-05,1.80595e-05,1.81897e-05,1.82905e-05,1.83603e-05,1.83977e-05,1.84012e-05,1.83692e-05,1.83003e-05,1.81927e-05,1.80449e-05,1.7855e-05,1.76213e-05,1.73419e-05,1.70148e-05,1.66379e-05,1.62092e-05,1.57262e-05,1.51865e-05,1.45874e-05,1.39262e-05,1.31997e-05,1.24047e-05,1.15378e-05,1.05952e-05,9.57301e-06,8.46759e-06,7.27548e-06,5.99409e-06,4.62244e-06,3.16212e-06,1.61829e-06,0
0,4.391e-07,8.83827e-07,1.33405e-06,1.78962e-06,2.25034e-06,2.71599e-06,3.18634e-06,3.66109e-06,4.13994e-06,4.62254e-06,5.1085e-06,5.59743e-06,6.08886e-06,6.58232e-06,7.07729e-06,7.57322e-06,8.06951e-06,8.56555e-06,9.06066e-06,9.55417e-06,1.00453e-05,1.05334e-05,1.10175e-05,1.14969e-05,1.19707e-05,1.2438e-05,1.28978e-05,1.33492e-05,1.37912e-05,1.42227e-05,1.46427e-05,1.50501e-05,1.54438e-05,1.58226e-05,1.61854e-05,1.65309e-05,1.68579e-05,1.71651e-05,1.74514e-05,1.77152e-05,1.79554e-05,1.81706e-05,1.83594e-05,1.85203e-05,1.8652e-05,1.8753e-05,1.88217e-05,1.88567e-05,1.88564e-05,1.88192e-05,1.87435e-05,1.86276e-05,1.84698e-05,1.82683e-05,1.80213e-05,1.77268e-05,1.73829e-05,1.69875e-05,1.65384e-05,1.60334e-05,1.547e-05,1.48458e-05,1.41581e-05,1.3404e-05,1.25807e-05,1.1685e-05,1.07139e-05,9.66437e-06,8.53353e-06,7.31907e-06,6.01954e-06,4.63486e-06,3.16689e-06,1.61978e-06,0
0,4.47626e-07,9.01171e-07,1.36051e-06,1.8255e-06,2.29594e-06,2.77163e-06,3.25231e-06,3.7377e-06,4.22749e-06,4.72133e-06,5.21882e-06,5.71954e-06,6.22303e-06,6.72881e-06,7.23632e-06,7.745e-06,8.25425e-06,8.76342e-06,9.27181e-06,9.77871e-06,1.02834e-05,1.0785e-05,1.12827e-05,1.17757e-05,1.2263e-05,1.27437e-05,1.32168e-05,1.36814e-05,1.41363e-05,1.45805e-05,1.50128e-05,1.54322e-05,1.58375e-05,1.62273e-05,1.66006e-05,1.69561e-05,1.72924e-05,1.76082e-05,1.79022e-05,1.81731e-05,1.84193e-05,1.86396e-05,1.88325e-05,1.89964e-05,1.91298e-05,1.92314e-05,1.92994e-05,1.93324e-05,1.93286e-05,1.92865e-05,1.92044e-05,1.90805e-05,1.8913e-05,1.87003e-05,1.84403e-05,1.81311e-05,1.77709e-05,1.73574e-05,1.68886e-05,1.63623e-05,1.57761e-05,1.51276e-05,1.44143e-05,1.36337e-05,1.27831e-05,1.18599e-05,1.08615e-05,9.78542e-06,8.62954e-06,7.39225e-06,6.07274e-06,4.67131e-06,3.18965e-06,1.631e-06,0
0,4.56236e-07,9.18694e-07,1.38726e-06,1.86178e-06,2.34209e-06,2.82796e-06,3.31914e-06,3.81536e-06,4.31629e-06,4.82157e-06,5.33082e-06,5.84358e-06,6.35941e-06,6.87777e-06,7.39813e-06,7.91989e-06,8.44243e-06,8.96507e-06,9.4871e-06,1.00078e-05,1.05263e-05,1.10419e-05,1.15536e-05,1.20606e-05,1.25619e-05,1.30565e-05,1.35434e-05,1.40216e-05,1.44899e-05,1.49472e-05,1.53924e-05,1.58242e-05,1.62415e-05,1.66429e-05,1.70272e-05,1.7393e-05,1.77391e-05,1.8064e-05,1.83662e-05,1.86445e-05,1.88972e-05,1.9123e-05,1.93203e-05,1.94875e-05,1.96232e-05,1.97256e-05,1.97933e-05,1.98245e-05,1.98176e-05,1.97709e-05,1.96826e-05,1.9551e-05,1.93743e-05,1.91506e-05,1.8878e-05,1.85546e-05,1.81783e-05,1.77472e-05,1.72592e-05,1.6712e-05,1.61035e-05,1.54314e-05,1.46933e-05,1.38869e-05,1.30098e-05,1.20598e-05,1.10345e-05,9.93214e-06,8.75091e-06,7.4897e-06,6.14803e-06,4.7263e-06,3.22593e-06,1.64937e-06,0
0,4.64921e-07,9.3638e-07,1.41427e-06,1.89845e-06,2.38874e-06,2.88493e-06,3.38678e-06,3.894e-06,4.40626e-06,4.9232e-06,5.44442e-06,5.96948e-06,6.49789e-06,7.02913e-06,7.56263e-06,8.09778e-06,8.63394e-06,9.17041e-06,9.70645e-06,1.02413e-05,1.07741e-05,1.1304e-05,1.18302e-05,1.23516e-05,1.28673e-05,1.33763e-05,1.38774e-05,1.43696e-05,1.48518e-05,1.53227e-05,1.57812e-05,1.6226e-05,1.66558e-05,1.70692e-05,1.7465e-05,1.78417e-05,1.8198e-05,1.85323e-05,1.88433e-05,1.91293e-05,1.9389e-05,1.96206e-05,1.98228e-05,1.99937e-05,2.01319e-05,2.02356e-05,2.03032e-05,2.0333e-05,2.03233e-05,2.02722e-05,2.01781e-05,2.00391e-05,1.98533e-05,1.96189e-05,1.93339e-05,1.89965e-05,1.86046e-05,1.81563e-05,1.76493e-05,1.70817e-05,1.64513e-05,1.5756e-05,1.49935e-05,1.41617e-05,1.32586e-05,1.22819e-05,1.12299e-05,1.0101e-05,8.89364e-06,7.60712e-06,6.24108e-06,4.79587e-06,3.27262e-06,1.67318e-06,0
