макс. общая погрешность: ,макс. невязка: ,макс. точность метода: ,Число шагов:,макс. |u(x;y) - v(x;y)| = ,при x = ,при y = ,Параметр tau: 
4.15775e-05,2.69188e-10,2.55047e-15,100000,4.15775e-05,0.3,0.833333,1.11111e-05
